Q_ID,Question_Text,Domain,Tier,Intensity,Primary_Bucket,Deck_Eligible,Contraindications,Personas,Situations,Mechanisms,Performance_Tags,Relationship_Tags,Risk_Flags,Biological_Tags,Digital_Tags,Format_Tags,Symptoms,Goals,Sequence_Order,Section_Block
NP-LM-0011,"In your family of origin, what role kept you safest (achiever, peacemaker, invisible, caretaker)?",D.II_OS,Tier 0,I2.SCAN,OS,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.ATTACHMENT_TEMPLATE,PERF.RELATIONAL_FRICTION,REL.FAMILY_ROLES,,,,F.SOLO_JOURNAL,SYM.RUMINATION,"G.CLARITY, G.SAFETY",11,DEEP
NP-LM-0012,"What did your environment teach you about conflict: dangerous, normal, or power?",D.II_OS,Tier 0,I2.SCAN,OS,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.ATTACHMENT_TEMPLATE,PERF.RELATIONAL_FRICTION,REL.CONFLICT_MYTH,,,,F.SOLO_JOURNAL,SYM.RUMINATION,"G.CLARITY, G.SAFETY",12,DEEP
NP-LM-0013,What do you label as ‘neediness’ in yourself—when it might actually be a legitimate need?,D.II_OS,Tier 0,I2.SCAN,OS,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.NEED_SUPPRESSION,PERF.RELATIONAL_FRICTION,,,,,F.SOLO_JOURNAL,SYM.RUMINATION,"G.CLARITY, G.SAFETY",13,DEEP
NP-LM-0014,Where do you try to control tone/timing/outcome in conversation to prevent discomfort?,D.II_OS,Tier 0,I2.SCAN,OS,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.CONTROL_STRATEGY,PERF.RELATIONAL_FRICTION,,,,,F.SOLO_JOURNAL,SYM.RUMINATION,"G.CLARITY, G.SAFETY",14,DEEP
NP-LM-0015,"What is your most common misread in relationships (rejection, disrespect, control, indifference)?",D.V_RELATIONSHIPS,Tier 0,I2.SCAN,Network,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.RELATIONAL_DEFENSE,PERF.COMMUNICATION_SIGNAL,REL.MISATTUNEMENT,,,,F.SOLO_JOURNAL,SYM.STRESS,"G.CONNECTION, G.SAFETY",15,DEEP
NP-LM-0016,"What is your shutdown tell in conversation (blank mind, numbness, irritability, leaving)?",D.I_HARDWARE,Tier 0,I2.SCAN,Hardware,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.SOMATIC_DISREGULATION,PERF.BANDWIDTH_LIMIT,,,BIO.SHUTDOWN_TELL,,F.SOLO_JOURNAL,SYM.STRESS,"G.REGULATION, G.CONNECTION",16,DEEP
NP-LM-0017,"What feeling do you block with logic in relationships (shame, fear, grief, longing)?",D.IV_SELF,Tier 0,I2.SCAN,OS,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.SHAME_GUARD,PERF.RELATIONAL_FRICTION,,,,,F.SOLO_JOURNAL,SYM.RUMINATION,"G.CLARITY, G.SAFETY",17,DEEP
NP-LM-0018,"What ‘tax’ do you expect if you’re vulnerable (rejection, ridicule, obligation, loss of respect)?",D.II_OS,Tier 0,I2.SCAN,OS,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.ATTACHMENT_TEMPLATE,PERF.RELATIONAL_FRICTION,REL.VULNERABILITY_TAX,,,,F.SOLO_JOURNAL,SYM.RUMINATION,"G.CLARITY, G.SAFETY",18,DEEP
NP-LM-0019,What specific behaviors make you feel ‘seen’ (not intentions)?,D.V_RELATIONSHIPS,Tier 0,I2.SCAN,Network,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.RELATIONAL_DEFENSE,PERF.COMMUNICATION_SIGNAL,REL.SHARED_REALITY,,,,F.SOLO_JOURNAL,SYM.STRESS,"G.CONNECTION, G.SAFETY",19,DEEP
NP-LM-0020,"What does ‘respect’ mean to you in behavior (tone, priority, competence, loyalty)?",D.II_OS,Tier 0,I2.SCAN,OS,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.ATTACHMENT_TEMPLATE,PERF.RELATIONAL_FRICTION,REL.RESPECT_MODEL,,,,F.SOLO_JOURNAL,SYM.RUMINATION,"G.CLARITY, G.SAFETY",20,DEEP
NP-LM-0021,Finish with specificity: ‘I feel safe with someone when they…’,D.V_RELATIONSHIPS,Tier 0,I2.SCAN,Network,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.RELATIONAL_DEFENSE,PERF.COMMUNICATION_SIGNAL,REL.SAFETY_DEFINITION,,,,F.SOLO_JOURNAL,SYM.STRESS,"G.SAFETY, G.CONNECTION",21,DEEP
NP-LM-0022,What ‘micro-yes’ do you keep giving that creates resentment later?,D.V_RELATIONSHIPS,Tier 0,I2.SCAN,Network,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.RELATIONAL_DEFENSE,PERF.COMMUNICATION_SIGNAL,REL.TIME_PROTECTION,,,,F.SOLO_JOURNAL,SYM.LONELINESS,"G.CONNECTION, G.SAFETY",22,DEEP
NP-LM-0023,What boundary do you set too late (or not at all)—and what do you pay for that delay?,D.VI_OUTPUT,Tier 0,I1.PING,Output,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION","M.BOUNDARY_FAILURE, M.THREAT_RESPONSE","PERF.REPAIR_SPEED, PERF.EMOTIONAL_REGULATION",REL.BOUNDARIES,,,,F.SOLO_JOURNAL,"SYM.IRRITABILITY, SYM.AVOIDANCE","G.BOUNDARIES, G.REPAIR",23,ACTION
NP-LM-0024,"After conflict, what is your 3-step repair protocol (say/do/stop)?",D.VI_OUTPUT,Tier 0,I1.PING,Output,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION","M.BOUNDARY_FAILURE, M.THREAT_RESPONSE","PERF.REPAIR_SPEED, PERF.EMOTIONAL_REGULATION",REL.REPAIR,,,,F.SOLO_JOURNAL,"SYM.IRRITABILITY, SYM.AVOIDANCE","G.BOUNDARIES, G.REPAIR",24,ACTION
NP-LM-0025,"When you feel misunderstood, do you pursue (messages) or withdraw (silence)? What would a third option be?",D.VI_OUTPUT,Tier 0,I1.PING,Output,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION","M.BOUNDARY_FAILURE, M.THREAT_RESPONSE","PERF.REPAIR_SPEED, PERF.EMOTIONAL_REGULATION",REL.PURSUE_WITHDRAW,,,,F.SOLO_JOURNAL,"SYM.IRRITABILITY, SYM.AVOIDANCE","G.BOUNDARIES, G.REPAIR",25,ACTION
NP-LM-0026,What request do you avoid because it feels needy or risky? Write the cleanest version of it.,D.VI_OUTPUT,Tier 0,I1.PING,Output,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION","M.BOUNDARY_FAILURE, M.THREAT_RESPONSE","PERF.REPAIR_SPEED, PERF.EMOTIONAL_REGULATION",REL.REQUEST_SKILL,,,,F.SOLO_JOURNAL,"SYM.IRRITABILITY, SYM.AVOIDANCE","G.BOUNDARIES, G.REPAIR",26,ACTION
NP-LM-0027,"How do you prefer to receive feedback (timing, channel, tone)—and have you ever stated that preference explicitly?",D.VI_OUTPUT,Tier 0,I1.PING,Output,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION","M.BOUNDARY_FAILURE, M.THREAT_RESPONSE","PERF.REPAIR_SPEED, PERF.EMOTIONAL_REGULATION",REL.FEEDBACK_CHANNEL,,,,F.SOLO_JOURNAL,"SYM.IRRITABILITY, SYM.AVOIDANCE","G.BOUNDARIES, G.REPAIR",27,ACTION
NP-LM-0028,What sentence reliably de-escalates conflict for you—and what sentence reliably escalates it?,D.VI_OUTPUT,Tier 0,I1.PING,Output,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION","M.BOUNDARY_FAILURE, M.THREAT_RESPONSE","PERF.REPAIR_SPEED, PERF.EMOTIONAL_REGULATION",REL.CONFLICT_DEESCALATION,,,,F.SOLO_JOURNAL,"SYM.IRRITABILITY, SYM.AVOIDANCE","G.BOUNDARIES, G.REPAIR",28,ACTION
NP-LM-0029,Who are your top 3 safe people right now—and what exact behaviors make them safe?,D.V_RELATIONSHIPS,Tier 0,I1.PING,Network,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.RELATIONAL_DEFENSE,PERF.COMMUNICATION_SIGNAL,REL.SAFE_PEOPLE_PROFILE,,,,F.SOLO_JOURNAL,SYM.LONELINESS,"G.CONNECTION, G.SAFETY",29,CLOSE
NP-LM-0030,"When you’re dysregulated, what co-regulation action works fastest (walk, call, silence, touch)?",D.I_HARDWARE,Tier 0,I1.PING,Hardware,True,,"P.ENGINEER, P.FOUNDER, P.PARTNER","S.COMMUNICATION_BREAKDOWN, S.CONFLICT, S.ISOLATION",M.SOMATIC_DISREGULATION,PERF.BANDWIDTH_LIMIT,,,BIO.CO_REGULATION,,F.SOLO_JOURNAL,SYM.STRESS,"G.REGULATION, G.CONNECTION",30,CLOSE
